"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Sadly, it looks like Mexico’s Police and Military are unable to stop the Caravan heading to the Southern Border of… https://t.co/aRmOl6HFMV",FALSE,93050,NA,2018-10-22 12:37:40,TRUE,NA,"1054351078328885248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27023,FALSE,FALSE,NA,NA
"Congressman Tom Reed of New York’s 23rd District has done a great job. He has my complete and total Endorsement!",FALSE,35490,NA,2018-10-22 12:26:10,FALSE,NA,"1054348185160896513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8735,FALSE,FALSE,NA,NA
"Ron @RonDeSantisFL DeSantis had a great debate victory tonight against Andrew Gillum, a mayor who presides over one… https://t.co/l5mMojpkku",FALSE,70036,NA,2018-10-22 01:49:29,TRUE,NA,"1054187956024590336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20859,FALSE,FALSE,NA,NA
"Facebook has just stated that they are setting up a system to “purge” themselves of Fake News. Does that mean CNN w… https://t.co/pCMqvwSx1Y",FALSE,166173,NA,2018-10-21 22:48:55,TRUE,NA,"1054142516881248258",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",43316,FALSE,FALSE,NA,NA
"Best Jobs Numbers in the history of our great Country! Many other things likewise. So why wouldn’t we win the Midte… https://t.co/814lEJIxIf",FALSE,91433,NA,2018-10-21 19:26:12,TRUE,NA,"1054091502585069568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22778,FALSE,FALSE,NA,NA
"The Caravans are a disgrace to the Democrat Party. Change the immigration laws NOW!",FALSE,95750,NA,2018-10-21 19:14:24,FALSE,NA,"1054088531629490178",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24661,FALSE,FALSE,NA,NA
"Full efforts are being made to stop the onslaught of illegal aliens from crossing our Souther Border. People have t… https://t.co/0YYUCWvvSH",FALSE,99549,NA,2018-10-21 19:11:52,TRUE,NA,"1054087893034172418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26496,FALSE,FALSE,NA,NA
"Watched North Dakota’s Rep. Kevin Cramer easily win debate with Senator Heidi Heitkamp. Great job Kevin, you will be a great Senator!",FALSE,90269,NA,2018-10-21 02:45:20,FALSE,NA,"1053839625679183872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20304,FALSE,FALSE,NA,NA
"All levels of government and Law Enforcement are watching carefully for VOTER FRAUD, including during EARLY VOTING.… https://t.co/iEI9hFYaI9",FALSE,134662,NA,2018-10-21 00:36:13,TRUE,NA,"1053807130120200192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",43040,FALSE,FALSE,NA,NA
"Beautiful afternoon in Elko, Nevada. Thank you! Get out and VOTE TODAY!! #MAGA<U+0001F1FA><U+0001F1F8>#JobsNotMobs https://t.co/0pWiwCq4MH https://t.co/AKfGzjrqCM",FALSE,46668,NA,2018-10-20 20:12:52,FALSE,NA,"1053740855016574976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11302,FALSE,FALSE,NA,NA
"Heading to Nevada to help a man who has become a good friend, Senator Dean Heller. He is all about #MAGA and I need… https://t.co/maLTH05ulD",FALSE,59037,NA,2018-10-20 16:30:00,TRUE,NA,"1053684769991454721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14432,FALSE,FALSE,NA,NA
"Leaving Arizona after a fantastic Rally last night, in Mesa, honoring, and for, Martha @RepMcSally McSally. She is… https://t.co/yKukzDYr1i",FALSE,63381,NA,2018-10-20 16:19:05,TRUE,NA,"1053682023066288128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14898,FALSE,FALSE,NA,NA
"Rick Scott is known as easily one of the best Governors in the USA. Florida is setting records in almost every cate… https://t.co/lSi7GOw8tD",FALSE,64039,NA,2018-10-20 15:03:27,TRUE,NA,"1053662989272793089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17830,FALSE,FALSE,NA,NA
"Ron @RonDeSantisFL DeSantis is working hard. A great Congressman and top student at Harvard &amp; Yale, Ron will be a r… https://t.co/ZdSGPcXrO8",FALSE,62048,NA,2018-10-20 14:56:32,TRUE,NA,"1053661248217202688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18244,FALSE,FALSE,NA,NA
"Get out and Early Vote for Brian Kemp. He will be a GREAT GOVERNOR for the State of Georgia!",FALSE,58601,NA,2018-10-20 14:46:00,FALSE,NA,"1053658596712431616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15439,FALSE,FALSE,NA,NA
"Georgia Secretary of State Brian Kemp will be a great governor. He has been successful at whatever he has done, and… https://t.co/qCNorhyoRS",FALSE,63789,NA,2018-10-20 14:43:02,TRUE,NA,"1053657849606234112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16666,FALSE,FALSE,NA,NA
"If the Democrats would stop being obstructionists and come together, we could write up and agree to new immigration… https://t.co/YvPHxEQvSz",FALSE,107062,NA,2018-10-20 14:35:39,TRUE,NA,"1053655992649506821",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31258,FALSE,FALSE,NA,NA
"Beautiful evening in Mesa, Arizona with GREAT PATRIOTS - thank you! https://t.co/0pWiwCq4MH #MAGARally<U+0001F1FA><U+0001F1F8>replay:… https://t.co/tqkwyGphjt",FALSE,48340,NA,2018-10-20 03:17:36,TRUE,NA,"1053485357734408192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11640,FALSE,FALSE,NA,NA
"This was outside of the massive totally full hangar tonight in Mesa, Arizona! https://t.co/0pWiwCq4MH #MAGA<U+0001F1FA><U+0001F1F8> https://t.co/7mx98y515I",FALSE,89657,NA,2018-10-20 03:13:08,FALSE,NA,"1053484232138358785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23989,FALSE,FALSE,NA,NA
"On my way - see you all shortly! https://t.co/0pWiwCq4MH https://t.co/ahDmLiwPZi",FALSE,53207,NA,2018-10-20 01:23:25,FALSE,NA,"1053456620334678016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11555,FALSE,FALSE,NA,NA
"WOW - Mesa, Arizona! Look forward to joining everyone soon. Something’s happening!! #MAGA<U+0001F1FA><U+0001F1F8> https://t.co/z6LNGYoICO",FALSE,66061,NA,2018-10-20 00:51:02,FALSE,NA,"1053448472156749824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16297,FALSE,FALSE,NA,NA
"This is what it is all about for the Republican Party! #JobsNotMobs https://t.co/8OabccPec5",FALSE,82867,NA,2018-10-19 23:47:06,FALSE,NA,"1053432380860456960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22862,FALSE,FALSE,NA,NA
"#JobsNotMobs! https://t.co/U1suRW5j6G",FALSE,72068,NA,2018-10-19 18:41:29,FALSE,NA,"1053355470449127424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21101,FALSE,FALSE,NA,NA
"Beto O’Rourke is a total lightweight compared to Ted Cruz, and he comes nowhere near representing the values and de… https://t.co/KMVQTfS9Zt",FALSE,96328,NA,2018-10-19 17:34:07,TRUE,NA,"1053338516501889025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26613,FALSE,FALSE,NA,NA
"Secretary of State Mike Pompeo was never given or shown a Transcript or Video of the Saudi Consulate event. FAKE NEWS!",FALSE,79507,NA,2018-10-19 17:26:19,FALSE,NA,"1053336553391452161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",32688,FALSE,FALSE,NA,NA
"When referring to the USA, I will always capitalize the word Country!",FALSE,107417,NA,2018-10-19 14:04:45,FALSE,NA,"1053285828892463109",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20014,FALSE,FALSE,NA,NA
"Congressman Andy Biggs is doing a great job for Arizona and our Country! https://t.co/V561vXRpzx",FALSE,45706,NA,2018-10-19 14:02:49,FALSE,NA,"1053285341610668034",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11232,FALSE,FALSE,NA,NA
"#JobsNotMobs!",FALSE,98277,NA,2018-10-19 03:23:02,FALSE,NA,"1053124336637247493",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29558,FALSE,FALSE,NA,NA
"Jon Tester says one thing to voters and does the EXACT OPPOSITE in Washington. Tester takes his orders form Pelosi… https://t.co/zIG4RBscul",FALSE,76822,NA,2018-10-19 03:11:46,TRUE,NA,"1053121500151074817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22380,FALSE,FALSE,NA,NA
"Thank you Missoula, Montana. Get out and VOTE for @MattForMontana and @GregForMontana!! #MAGA<U+0001F1FA><U+0001F1F8>… https://t.co/MDbBs8QCVW",FALSE,45572,NA,2018-10-19 01:54:52,TRUE,NA,"1053102147888328704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11651,FALSE,FALSE,NA,NA
"The only thing keeping Tester alive is he has millions and millions of dollars from outside liberals and leftists,… https://t.co/6POcl2kvIa",FALSE,69496,NA,2018-10-19 00:11:14,TRUE,NA,"1053076069564071936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17643,FALSE,FALSE,NA,NA
"Will be landing soon. Looking forward to seeing our next Senator from Montana, Matt Rosendale. He will represent ou… https://t.co/Nek1RM5sax",FALSE,62006,NA,2018-10-19 00:04:52,TRUE,NA,"1053074465150578688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13625,FALSE,FALSE,NA,NA
"Prime Minister @AbeShinzo of Japan has been working with me to help balance out the one-sided Trade with Japan. The… https://t.co/mYUPtOXz8D",FALSE,48086,NA,2018-10-18 23:49:45,TRUE,NA,"1053070661302669312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14085,FALSE,FALSE,NA,NA
"Thank you Mexico, we look forward to working with you! https://t.co/wf7sE0DHFT",FALSE,78990,NA,2018-10-18 22:51:42,FALSE,NA,"1053056054295113728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22427,FALSE,FALSE,NA,NA
"Look forward to being there. Something’s happening! #MAGA https://t.co/Cev7giQexE",FALSE,52796,NA,2018-10-18 21:22:53,FALSE,NA,"1053033702253424640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14020,FALSE,FALSE,NA,NA
"Can you believe this, and what Democrats are allowing to be done to our Country? https://t.co/4aDpASkjIU",FALSE,67600,NA,2018-10-18 20:04:03,FALSE,NA,"1053013864244219904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26407,FALSE,FALSE,NA,NA
"All Republicans support people with pre-existing conditions, and if they don’t, they will after I speak to them. I… https://t.co/GBuuU8Itk8",FALSE,98690,NA,2018-10-18 19:43:32,TRUE,NA,"1053008701026693122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27820,FALSE,FALSE,NA,NA
"See you tonight Missoula, Montana! #MAGARally<U+0001F1FA><U+0001F1F8>https://t.co/2HZ66y4BS7",FALSE,41039,NA,2018-10-18 16:46:09,FALSE,NA,"1052964059056885760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9861,FALSE,FALSE,NA,NA
".@StateDept @SecPompeo outside of the West Wing after our meeting this morning in the Oval Office... https://t.co/4GrmMdOhS1",FALSE,35267,NA,2018-10-18 15:53:10,FALSE,NA,"1052950726907969536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8780,FALSE,FALSE,NA,NA
"...the Crown Prince. He is waiting for the results of the investigations being done by the Saudis and Turkey, and j… https://t.co/gukCKbsQiB",FALSE,36648,"realDonaldTrump",2018-10-18 15:40:23,TRUE,"1052947507238658049","1052947510271111170","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",7669,FALSE,FALSE,NA,NA
"Secretary of State Mike Pompeo returned last night from Saudi Arabia and Turkey. I met with him this morning wherei… https://t.co/G0P6FCjzNG",FALSE,43560,NA,2018-10-18 15:40:23,TRUE,NA,"1052947507238658049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9121,FALSE,FALSE,NA,NA
"Congressman @DaveBratVA7th is one of the hardest working, and smartest, people in Washington. He is strong on the B… https://t.co/FiaNZZf9P2",FALSE,53603,NA,2018-10-18 13:28:45,TRUE,NA,"1052914382986973184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13945,FALSE,FALSE,NA,NA
"....The assault on our country at our Southern Border, including the Criminal elements and DRUGS pouring in, is far… https://t.co/WkbgwXrU2e",FALSE,89904,NA,2018-10-18 11:45:43,TRUE,NA,"1052888451199262725",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24201,FALSE,FALSE,NA,NA
"....In addition to stopping all payments to these countries, which seem to have almost no control over their popula… https://t.co/px71Ey5ENX",FALSE,150636,NA,2018-10-18 11:35:06,TRUE,NA,"1052885781675687936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",40127,FALSE,FALSE,NA,NA
"I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country… https://t.co/YD90bcQGUD",FALSE,84964,NA,2018-10-18 11:25:54,TRUE,NA,"1052883467430694912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23391,FALSE,FALSE,NA,NA
"Ever since his vicious and totally false statements about Admiral Ron Jackson, the highly respected White House Doc… https://t.co/EKcBAZxUA5",FALSE,89991,NA,2018-10-18 02:03:35,TRUE,NA,"1052741954918866944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24211,FALSE,FALSE,NA,NA
"This afternoon, it was my great honor to present @USMC Sergeant Major John Canley the Medal of Honor in the East Ro… https://t.co/dUui8X4obD",FALSE,55979,NA,2018-10-17 22:03:52,TRUE,NA,"1052681628240281600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11747,FALSE,FALSE,NA,NA
"RT @USMC: LIVE from the White House: Sgt. Maj. John Canley becomes the 300th Marine to receive the Medal of Honor. https://t.co/sD93rrqaoZ",FALSE,0,NA,2018-10-17 20:11:53,FALSE,NA,"1052653446053154816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11204,TRUE,FALSE,NA,NA
"Congressman Neal Dunn (@DunnCampaign) of Florida has done an outstanding job at everything having to do with #MAGA.… https://t.co/jH1qh0yo9h",FALSE,47316,NA,2018-10-17 19:36:08,TRUE,NA,"1052644447853453312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12329,FALSE,FALSE,NA,NA
"College educated women want safety, security and healthcare protections – very much along with financial and econom… https://t.co/QNHxB9gu5w",FALSE,101034,NA,2018-10-17 19:24:44,TRUE,NA,"1052641581650640903",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23189,FALSE,FALSE,NA,NA
"https://t.co/mNkDYgu5sr",FALSE,37781,NA,2018-10-17 17:52:36,FALSE,NA,"1052618395722559488",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",9560,FALSE,FALSE,NA,NA
"https://t.co/MadlgNheSe",FALSE,33896,NA,2018-10-17 17:41:26,FALSE,NA,"1052615582560923648",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",8535,FALSE,FALSE,NA,NA
"https://t.co/CMxxW2fEDq",FALSE,39272,NA,2018-10-17 17:38:17,FALSE,NA,"1052614789828993024",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",10908,FALSE,FALSE,NA,NA
"https://t.co/afqHydsMB5",FALSE,33785,NA,2018-10-17 17:29:30,FALSE,NA,"1052612579099521024",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",8376,FALSE,FALSE,NA,NA
"“President Donald J. Trump is Following Through on His Promise to Cut Burdensome Red Tape and Unleash the American… https://t.co/n51RTqr63j",FALSE,35636,NA,2018-10-17 17:18:53,TRUE,NA,"1052609907344715777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8948,FALSE,FALSE,NA,NA
"RT @GOP: You can cast your ballot before Election Day in:
<U+27A1><U+FE0F>KS
<U+27A1><U+FE0F>NC
<U+27A1><U+FE0F>TN
Get out and vote <U+27A1><U+FE0F> https://t.co/YIO9A13Uio https://t.co/bxkCMApisn",FALSE,0,NA,2018-10-17 17:11:48,FALSE,NA,"1052608125839265792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",6459,TRUE,FALSE,NA,NA
"RT @GOP: TODAY is the LAST day to register to vote in Massachusetts and Wisconsin!
Register today <U+27A1><U+FE0F> https://t.co/CZsNCAAomd https://t.co/3…",FALSE,0,NA,2018-10-17 17:11:45,FALSE,NA,"1052608114346926081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",4600,TRUE,FALSE,NA,NA
"Republicans must make the horrendous, weak and outdated immigration laws, and the Border, a part of the Midterms!",FALSE,66664,NA,2018-10-17 13:48:25,FALSE,NA,"1052556944068755456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17519,FALSE,FALSE,NA,NA
"Hard to believe that with thousands of people from South of the Border, walking unimpeded toward our country in the… https://t.co/jsMSFMVfnJ",FALSE,85898,NA,2018-10-17 13:45:33,TRUE,NA,"1052556222459727872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25615,FALSE,FALSE,NA,NA
"“Network News gave Zero coverage to the Big Day the Stock Market had yesterday.” @foxandfriends",FALSE,59012,NA,2018-10-17 12:40:15,FALSE,NA,"1052539788190986240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14250,FALSE,FALSE,NA,NA
"August job openings hit a record 7.14 million. Congratulations USA!",FALSE,76115,NA,2018-10-17 12:31:18,FALSE,NA,"1052537536961306625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17150,FALSE,FALSE,NA,NA
"AP headline was very different from my quote and meaning in the story. They just can’t help themselves. FAKE NEWS!",FALSE,59445,NA,2018-10-17 12:09:52,FALSE,NA,"1052532141941301248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14153,FALSE,FALSE,NA,NA
"Ted Cruz has done so much for Texas, including massive cuts in taxes and regulations - which has brought Texas to t… https://t.co/SCI2SJDAKa",FALSE,80349,NA,2018-10-17 12:00:11,TRUE,NA,"1052529703800721408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20395,FALSE,FALSE,NA,NA
"Watched the debate last night &amp; Beto O’Rourke, who wants higher taxes and far more regulations, is not in the same… https://t.co/UQ0Dgs8kc3",FALSE,78549,NA,2018-10-17 11:52:19,TRUE,NA,"1052527724143763456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20655,FALSE,FALSE,NA,NA
"“Trump could be the most honest president in modern history. When you look at the real barometer of presidential tr… https://t.co/uU1sR8gLon",FALSE,88202,NA,2018-10-17 11:30:21,TRUE,NA,"1052522197347119104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22807,FALSE,FALSE,NA,NA
"Stock Market up 548 points today. Also, GREAT jobs numbers!",FALSE,70684,NA,2018-10-17 02:39:24,FALSE,NA,"1052388580734263297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13865,FALSE,FALSE,NA,NA
"Elizabeth Warren is being hammered, even by the Left. Her false claim of Indian heritage is only selling to VERY LOW I.Q. individuals!",FALSE,92829,NA,2018-10-17 02:36:30,FALSE,NA,"1052387851088867330",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20987,FALSE,FALSE,NA,NA
"Anybody entering the United States illegally will be arrested and detained, prior to being sent back to their country!",FALSE,172013,NA,2018-10-17 01:24:30,FALSE,NA,"1052369731959820292",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",43130,FALSE,FALSE,NA,NA
"We have today informed the countries of Honduras, Guatemala and El Salvador that if they allow their citizens, or o… https://t.co/xtZvdJYPhB",FALSE,135891,NA,2018-10-17 01:19:20,TRUE,NA,"1052368431201341447",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36714,FALSE,FALSE,NA,NA
"I will be interviewed tonight by Trish Regan on @FoxBusiness at 8:00 P.M., right after the great Lou Dobbs!",FALSE,45084,NA,2018-10-16 23:43:42,FALSE,NA,"1052344365442588673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8377,FALSE,FALSE,NA,NA
"RT @FoxBusiness: TONIGHT: @POTUS talks 2020 election in an exclusive interview with @trish_regan. Don't miss the full interview on 'Trish R…",FALSE,0,NA,2018-10-16 23:28:44,FALSE,NA,"1052340597900627968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",7267,TRUE,FALSE,NA,NA
"WOW, John James is making headway in Michigan. We are bringing jobs back to the State, and the People of Michigan a… https://t.co/alkVRkgPkb",FALSE,97905,NA,2018-10-16 18:50:54,TRUE,NA,"1052270676982333442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27410,FALSE,FALSE,NA,NA
